contentsid,title,roadaddress,introduction,latitude,longitude,phoneno,region1cd_value,region1cd_label,region2cd_value,region2cd_label,repPhoto_descseo,repPhoto_photoid_photoid,repPhoto_photoid_imgpath,repPhoto_photoid_thumbnailpath,merged_tag
CNTS_200000000015189,뷰 제주하늘,제주특별자치도 서귀포시 성산읍 서성일로 397,말과 함께 오름을 걷는 특별한 경험,33.4131403,126.8327167,064-784-3631,region2,서귀포시,17,성산,뷰 제주하늘,2019022617695,https://api.cdn.visitjeju.net/photomng/imgpath/202306/19/ddea6e31-990e-4fa8-927a-4d2a63e554c9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/19/b6976d14-b66d-4052-8f01-06d6f0fcf5c6.jpg,"['체험', '실외', '중', '1시간 미만']"
CNTS_300000000013074,베케,제주특별자치도 서귀포시 효돈로 48,초록이 주는 여유로움... 자연주의 정원 ‘베케’,33.2615141,126.6043917,064-732-3828,region2,서귀포시,21,서귀포시내,베케,2019022634806,https://api.cdn.visitjeju.net/photomng/imgpath/202407/09/7a45de36-5ded-49fe-aa7e-05843698801b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/09/70db1dcb-d062-489c-8956-be2284464317.jpg,"['서귀포가볼만한곳 ', '제주여행 ', '서귀포카페 ', '제주카페 ', '제주정원 ', '제주빵집 ', '제주여행추천 ', '7월제주여행 ', '제주꽃구경 ', '현금결제', '카드결제', '화장실', '무료 WIFI', '단차없음', '단독접근가능', '쉬움', '실내+실외', '하']"
CONT_000000000500523,제주평화박물관(전쟁평화박물관)[휴관중],제주시 한경면 청수서5길 63,일제강점기 '과거의 이야기'를 직접 체험하면서 평화의 소중함을 느낄 수 있는 곳,33.305588,126.249275,064-772-2500,region1,제주시,14,한경,Jeju Museum of War History & Peace,19404,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/46438d7d-5948-4af2-bbfb-fd9d3132e52a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9c1bd8c8-15b9-45e4-802f-a42be7fae2b8.jpg,"['실내', '미술/박물관', '아이', '비.눈', '가을', '실내관광지', '문화관광', '박물관', '어트랙션', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '음료대', '유도 및 안내시설', '경보 및 피난시설', '장애인 화장실', '장애인 전용 주차장', '어려움', '실내+실외', '중', '공연/전시', '1~2시간', '무장애관광']"
CONT_000000000500689,한라수목원,제주특별자치도 제주시 수목원길 72,숲이 주는 상쾌한 느낌을 만끽하는 도심 속 공원,33.469604,126.4918,064-710-7575,region1,제주시,11,제주시내,한라수목원,2019022587770,https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/3ee79bde-47e4-4659-90b4-1f4acb55253e.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/10/537d83c9-45a6-4baf-9689-e7a6e307f905.JPG,"['수목원', '휴식/힐링', '테마공원', '부모', '아이', '맑음', '여름', '자연경관', '어린이', '동백', '무장애관광', '공영관광지', '공용주차장', '화장실', '무료 WIFI', '음료대', '유도 및 안내시설', '경보 및 피난시설', '엘리베이터', '단독접근가능', '단차없음', '저상버스 접근 가능', '장애인 화장실', '승강기', '장애인 전용 주차장', '수동 휠체어 대여 가능', '쉬움', '실외', '중', '등산', '산책로', '2~3시간']"
CNTS_300000000013076,서부농업기술센터,제주특별자치도 제주시 한림읍 월림7길 90,  사시사철 다채로운 꽃내음 가득... ‘서부농업기술센터’,33.3537142,126.2488191,064-760-7941,region1,제주시,13,한림,서부농업기술센터,2019022634828,https://api.cdn.visitjeju.net/photomng/imgpath/202407/09/9bcee6de-d8a1-4bda-9069-888eb59c6727.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/09/b78b6870-ef0e-4601-a91d-51f250663dd7.jpg,"['제주여행 ', '제주서쪽가볼만한곳 ', '제주꽃 ', '제주명소 ', '제주핫플 ', '제주관광지 ', '제주한림 ', '제주꽃길 ', '제주선인장 ', '공용주차장', '영어', '장애인 전용 주차장', '장애인 화장실']"
CNTS_200000000010953,도치돌 알파카목장,제주특별자치도 제주시 애월읍 도치돌길 303,애월 숲속에 자리한 제주 유일의 알파카전문목장,33.4098961,126.3665965,064-799-6690,region1,제주시,12,애월,도치돌 알파카목장,2019022639931,https://api.cdn.visitjeju.net/photomng/imgpath/202409/06/3036982b-c609-4e9b-a221-b3737abad2b6.jfif,,"['제주도여행', ' 제주애월가볼만한곳', ' 알파카목장', ' 목장', ' 동물농장', ' 야외관광지', ' 먹이주기', '카드결제', '현금결제', '지역화폐(카드형)', '영어', '실내+실외', '체험', '1~2시간']"
CNTS_000000000022869,큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,1948년 11월 중순 이후 동광 주민들이 2개월 가량 집단적으로 은신생활을 했던 곳,33.31075,126.357635,064-710-8452,region2,서귀포시,23,안덕,큰넓궤,2019022560660,https://api.cdn.visitjeju.net/photomng/imgpath/201908/22/f9442fba-3261-4a2b-8c29-f8e3bcd7708c.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/22/b998a140-d135-4dc8-bd64-c0adb238f202.jpeg,"['4.3', '문화유적지', '자연경관', '문화관광', '제주4.3', '역사유적', '어트랙션']"
CNTS_200000000013791,빛의 벙커,제주특별자치도 서귀포시 성산읍 고성리  2039-22,성산에 숨겨져 있던 통신 벙커에서 열리는 미디어 아트 전시,33.4398006,126.8991174,1522-2653,region2,서귀포시,17,성산,빛의 벙커,2019022609017,https://api.cdn.visitjeju.net/photomng/imgpath/202211/11/77ddeff8-4c6c-4bd4-ac5f-40535b4df74e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202211/11/0a143a06-e313-497c-bd4e-9acb53cca8a8.jpg,"['제주전시회', ' 제주사진전', ' 제주미술전', ' 제주실내가볼만한곳', ' 제주실내관광지', ' 이색전시', ' 제주도아이들과가볼만한곳', ' 애견동반여행', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '영어', '단독접근가능', '장애인 화장실', '장애인 전용 주차장', '수동 휠체어 대여 가능', '단차없음', '쉬움', '실내', '하', '1~2시간']"
CNTS_200000000010956,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,스누피가든은 개성적인 모습을 자랑하는 피넛츠 캐릭터들을 만나 그들과 상호관계를 통해 공감과 힐링의 메시지를 얻을 수 있는 특별한 장소이다.,33.4424906,126.7773313,(+82)064-805-1118,region1,제주시,16,구좌,스누피가든,2019022577763,https://api.cdn.visitjeju.net/photomng/imgpath/202012/16/79a19069-d0c9-40f1-860b-b2fd53a84d36.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202012/16/5975e5f4-541b-4549-9048-d25f017d8caa.jpg,"['커플', '친구', '아이', '맑음', '흐림', '휴식/힐링', '경관/포토', '테마공원', '휴식/치유', '자연경관', '실내관광지', '체험', '포토스팟', '어린이', '어트랙션', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지', '실내+실외']"
CNTS_200000000007625,도두동 무지개 해안도로,제주특별자치도 제주시 도두1동,용담이호해안도로에서 도두동 가는 방향에 위치한 곳으로 방호벽이 무지개 색으로 페인팅되어 있다.,33.5093109,126.4739327,,region1,제주시,11,제주시내,도두동 무지개 해안도로,2018052306858,https://api.cdn.visitjeju.net/photomng/imgpath/201810/18/7cf0423f-14c9-4fe3-b525-d5553969cacb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/18/d1bc0670-dd68-4453-b01d-dda34dfb30b5.jpg,"['친구', '경관/포토', '드라이브', '우정스냅', '포토스팟', '반려동물동반_산책로', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_자연', '실외', '하', '기타', '사진 촬영', '1시간 미만']"
CNTS_000000000018855,제주올레 5코스,제주특별자치도 서귀포시 남원읍 남태해안로 140,남원포구에서부터 쇠소깍 다리까지 끊이지 않는 이야기길,33.273167,126.70446,064-762-2190,region2,서귀포시,25,남원,제주올레 5코스,2019022590650,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/457f66cb-fed3-47d0-8c41-954f2496a7c4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/22/cfd6c380-6997-43c9-98cd-66a531c291da.jpg,"['올레', '걷기/등산', '친구', '혼자', '맑음', '여름', '자연경관', '도보여행', '도보']"
CNTS_000000000019750,남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,때묻지 않은 기암절벽이 아름다운 해양경승지,33.27338,126.70375,--,region2,서귀포시,25,남원,Namwon Keuneong Promenade,6285,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9c0c97e8-e68c-4506-8927-fdf468a7c3c0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d6c66fd7-a08b-45c8-bf7f-1ac90c994599.jpg,"['해변', '경관/포토', '맑음', '여름', '실외', '중', '기타', '전망 관람', '1시간 미만', '자연경관', '포토스팟', '공영관광지']"
CONT_000000000500262,불탑사 (5층석탑),제주특별자치도 제주시 원당로16길 41,보물 제1187호로 지정되어 보호받고 있는 제주도내 유일 고려시대 석탑,33.5291414,126.5979893,064-728-2731,region1,제주시,11,제주시내,Five-story Stone Pagoda of Bultapsa Temple,18055,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/519f66e5-5697-466e-90e8-6721acd8f723.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/92b05aa9-98e8-4ac1-8564-00d92e285b4e.jpg,"['문화유적지', '사계절', '부모', '아이', '혼자', '친구', '커플', '공용주차장', '화장실', '음료대', '유도 및 안내시설', '아주 어려움', '문화관광', '역사유적', '어트랙션']"
CNTS_300000000012832,감귤박물관 감귤따기 체험,제주특별자치도 서귀포시 효돈순환로 441,주렁주렁 노랗게 익은 감귤을 직접 딸 수 있는 체험장,33.27127979999999,126.6076749,064-767-3010,region2,서귀포시,21,서귀포시내,감귤박물관 감귤따기 체험,2019022624138,https://api.cdn.visitjeju.net/photomng/imgpath/202311/21/d37fb821-40fb-4510-b001-9415cc2f186d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202311/21/424acb06-d689-4a7b-bcc7-6739b1afb9be.jpg,"['효돈', ' 감귤따기체험']"
CNTS_000000000020236,산지천,제주특별자치도 제주시 건입동,동문시장에서 제주항까지 이어진 내천,33.513171187305915,126.52725147536319,,region1,제주시,11,제주시내,산지천,2019022592358,https://api.cdn.visitjeju.net/photomng/imgpath/202112/01/32f7e2e5-ac49-4a9c-af42-13214b9bc2a3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/01/bfb0901f-6b32-4d15-ae29-614da0d2b612.jpg,"['계곡', '걷기/등산', '아이', '자연경관', '어린이', '물놀이']"
CNTS_200000000007157,사계 용머리해안 (해산물),제주특별자치도 서귀포시 안덕면 사계남로216번길 28,서귀포 산방산 해안에 자리 잡은 용머리해안. 수천 만 년 동안 층층이 쌓인 암벽으로 이루어진 용머리 해안은 서귀포에서도 손에 꼽히는 자연명소이다.,33.2336721,126.311389,,region2,서귀포시,23,안덕,사계 용머리해안,2018052301305,https://api.cdn.visitjeju.net/photomng/imgpath/201807/04/a62307e1-f5db-4afe-b421-be203fd08a78.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/04/59050f1f-ab1d-47ff-936b-71e7a264d803.jpg,"['부모', '커플', '혼자', '친구', '경관/포토', '휴식/힐링', '문화유적지', '사계절', '청년', '중/장년', '노년', '휴식/치유', '공용주차장', '현금결제', '카드결제', '화장실', '편의점', '실외', '하', '1시간 미만', '자연경관', '역사유적', '포토스팟']"
CNTS_000000000020231,제주올레 2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,광치기해변에서 온평포구 까지,33.43367,126.8973,064-762-2190,region2,서귀포시,17,성산,제주올레 2코스,2019022559668,https://api.cdn.visitjeju.net/photomng/imgpath/201908/14/9960a419-4355-4cae-a4c4-a456f14c82c6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/14/8805858c-e133-43b9-b2f8-fb687f88fef9.jpg,"['올레', '걷기/등산', '친구', '봄', '가을', '자연경관', '도보여행', '도보']"
CONT_000000000500410,안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524,"'구가의 서' 촬영지, 제주의 아름다운 계곡 중 하나로 꼽히는 신비한 안덕계곡",33.258442,126.3529777,064-794-9001,region2,서귀포시,23,안덕,안덕계곡,2019022643326,https://api.cdn.visitjeju.net/photomng/imgpath/202410/17/bc9d8107-4910-42c8-8786-cd6f575836c2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202410/17/bee4b88c-cdf6-41e1-b9fa-390036de6843.jpg,"['서귀포', ' 제주서쪽가볼만한곳', ' 제주여행추천', ' 제주도볼거리', ' 제주계곡', ' 안덕', ' 제주자연', ' 산책로', '공용주차장', '화장실', '유도 및 안내시설', '아주 어려움', '실외', '상', '1~2시간']"
CONT_000000000500237,범섬,제주특별자치도 서귀포시 법환동,면면이 기괴한 자태의 신비함을 간직한 섬,33.218575,126.517075,064-710-6656,region2,서귀포시,21,서귀포시내,범섬,2019022588505,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/7c4ce45c-884f-4a99-ad0c-3195b71a9c7b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/12/cc892067-dbbc-483d-83bd-68f6817a6e85.jpg,"['경관/포토', '휴식/힐링', '휴식/치유', '맑음', '자연경관', '섬속의섬', '포토스팟', '아주 어려움', 'UNESCO 생물권보전지역']"
CNTS_200000000007852,제주인디,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,일출랜드 아트센터 내에 위치한 자연염색 체험관,33.3833933,126.84245,064-782-7654,region2,서귀포시,17,성산,제주인디,2018052308575,https://api.cdn.visitjeju.net/photomng/imgpath/201811/12/dad6c89c-2744-4faf-a1b2-e1cc9ebc8bba.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201811/12/fe795426-d5dd-4386-b71f-e5546945bc1e.jpg,"['자연염색', ' 천연염색', ' 체험관광', '천연염색', '체험관광', '체험', '어트랙션']"
CNTS_000000000022135,루나폴,제주특별자치도 서귀포시 안덕면 일주서로 1836,밤이 되어야 열리는 세계 최대 규모 나이트 디지털 테마파크,33.2574551,126.3225226,064-794-9680,region2,서귀포시,23,안덕,루나폴,2019022640327,https://api.cdn.visitjeju.net/photomng/imgpath/202409/12/a5a10304-c41a-409d-b261-8ebbfb397e11.jfif,,"['제주여행', ' 제주도놀거리', ' 제주테마파크', ' 달', ' 스토리', ' 소원', ' 야간개장', ' 서귀포관광', '공용주차장', '현금결제', '카드결제', '화장실', '유도 및 안내시설', '무료 WIFI', '흡연구역', '단독접근가능', '청각장애인 접근성', '시각장애인 접근성', '수동 휠체어 대여 가능', '장애인 화장실', '쉬움', '실외', '중', '1~2시간']"
CNTS_000000000019074,제주올레 18-1코스,제주특별자치도 제주시 추자면 묵리 산 133,제주의 또 다른 섬 추자도를 여행하는 올레코스,33.951923,126.30764,064-762-2190,region3,섬 속의 섬,32,추차도,Jeju Olle Course 18-1,4207,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f2f6fd85-0311-415e-b895-b474aec6aa04.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/38536edf-7af7-4d15-a3d1-626ce77dd3f8.jpg,"['올레', '걷기/등산', '친구', '혼자', '봄', '가을', '자연경관', '도보여행', '도보']"
CNTS_300000000012854,용연구름다리,제주특별자치도 제주시 흥운길 73,제주의 은은한 야경을 느낄 수 있는 곳,33.5152142,126.5139637,064-728-3917,region1,제주시,11,제주시내,용연구름다리,2019022625850,https://api.cdn.visitjeju.net/photomng/imgpath/202311/28/517a602c-0c88-4874-b6e8-6e0aa1b14326.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202311/28/94a989b1-03ca-463c-8fe0-567ca21341d2.jpg,"['용담', ' 야경명소']"
CNTS_000000000019854,조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,조천과 함덕을 연결해 주는 이국적인 해안도로,33.52976,126.6448,--,region1,제주시,15,조천,조천함덕해안도로,2019022590676,https://api.cdn.visitjeju.net/photomng/imgpath/202111/22/48f9be2b-f5e2-48c1-8545-f5cb26f14924.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/22/6b363840-4fe1-4d7d-9ec4-661742f0c0d9.jpg,"['일몰', '드라이브', '맑음']"
CONT_000000000500130,당오름(안덕면),제주특별자치도 서귀포시 안덕면 동광리 산 68-1,뱀을 신으로 모시던 신당이 있던 오름,33.332428,126.3365,,region2,서귀포시,23,안덕,Dang Oreum Volcanic Cone (Andeok-myeon),17397,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6fc0af07-a582-48ed-a89b-1c76c369eec8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b74631cd-c107-4ec3-87b5-5f2e03502337.jpg,"['오름', '걷기/등산', '자연경관', '도보여행', '도보']"
CNTS_200000000007464,밸런싱 요가,제주특별자치도 제주시 중앙로 492,잔잔한 호흡의 요가와 함께 기구를 활용한 필라테스를 즐겨보자. 제주 시내 아라동에 있는 밸런싱요가에서는 다양한 프로그램을 체험할 수 있다.,33.4791921,126.5431924,0507-1401-6542,region1,제주시,11,제주시내,밸런싱 요가,2018052305092,https://api.cdn.visitjeju.net/photomng/imgpath/201809/03/7ad39f35-10a1-4db4-a616-200fb0a61122.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201809/03/0962f1e8-1e9b-4887-87d0-4e8132192077.jpg,"['혼자', '필라테스', '메디컬요가', '요가', '어트랙션', '공용주차장', '현금결제', '카드결제', '화장실', '체험', ' 기구 필라테스', ' 메디컬 요가', '1~2시간']"
CNTS_000000000022118,중문미로공원,제주특별자치도 서귀포시 일주서로 1225-5,중문미로파크는 중문에 위치한 미로테마파크입니다.,33.2631,126.38159,064-738-0667,region2,서귀포시,24,중문,Jungmun Maze Park,12956,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c27de60f-1789-461b-9068-be1244bc74aa.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f09337a8-ab29-4980-a880-1e2be89649c2.png,"['테마공원', '아이', '가을', '체험', '어린이', '어트랙션', '공용주차장', '화장실']"
CNTS_000000000020170,서귀포층패류화석산지,제주특별자치도 서귀포시 남성중로 43,"대한민국의 천연기념물 제195호 / 
문의: 지질공원 탐방안내소 ☎064-762-7743",33.239625112552034,126.55798735759436,064-762-7743,region2,서귀포시,21,서귀포시내,서귀포층패류화석산지,2019022602608,https://api.cdn.visitjeju.net/photomng/imgpath/202207/08/f8a67ded-9b3a-4c56-9a8a-2fa114ffe337.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/08/e283a36e-93f2-475e-826a-7497395db86b.jpg,"['지질공원', '해변', '경관/포토', '맑음', '자연경관', '포토스팟', '어트랙션', '유네스코', '아주 어려움']"
CNTS_000000000022743,바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,"부부가 여행하며 모은 크리스마스 장식 전시, 독일의 바이나흐튼을 참고해 만든 크리스마스 박물관",33.308956,126.3279,010-4602-7976,region2,서귀포시,23,안덕,바이나흐튼 크리스마스 박물관,2019022595150,https://api.cdn.visitjeju.net/photomng/imgpath/202112/22/77bb9cee-acbd-4d79-a002-deff69868de0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/22/567daea1-46ae-420f-825a-e66733a33728.jpg,"['실내', '미술/박물관', '아이', '흐림', '겨울', '실내관광지', '문화관광', '박물관', '어린이', '어트랙션', '공용주차장', '현금결제', '카드결제']"
CNTS_000000000018435,윗세오름(웃세오름),제주특별자치도 제주시 애월읍 광령리 산 183-1,"한라산을 제외하고 가장 높은 오름, 어리목, 영실, 돈내코 탐방로와 연결",33.3701721,126.4819697,064-713-9950,region1,제주시,12,애월,윗세오름(웃세오름),2019022585995,https://api.cdn.visitjeju.net/photomng/imgpath/202111/01/3502011d-a44b-439a-b1e2-91e4c2c8415b.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/01/50a1390d-f55f-42bb-a327-bae3f66033cd.JPG,"['오름', '걷기/등산', '친구', '자연경관', '도보여행', '도보', '한라산', '언택트', '공용주차장', '화장실', '유도 및 안내시설', '경보 및 피난시설']"
CNTS_300000000013611,월정바즐서핑앤패들보드,제주특별자치도 제주시 구좌읍 월정3길 47,"월정리 해수욕장에서 서핑, 배들보드 강습을 전문으로 하는 곳",33.5553225,126.7942488,0507-1379-4480,region1,제주시,16,구좌,월정바즐서핑앤패들보드,2019022653740,https://api.cdn.visitjeju.net/photomng/imgpath/202507/04/0ad57efc-0f88-420d-9e87-d6a2d7ddc767.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202507/04/ec686eef-1b95-4553-a9d2-49d83a6ec26d.jpg,"['서핑', ' 패들보드', ' 체험', ' 일일강습', ' 월정리', ' 월정해변', ' 바다', ' 물놀이', '현금결제', '카드결제', '화장실', '무료 WIFI']"
CNTS_000000000020012,탑동해변공연장,제주특별자치도 제주시 중앙로 2,제주시 탑동에 위치한 해변공연장,33.518116,126.5241853,064-728-3453,region1,제주시,11,제주시내,탑동해변공연장,2019022593826,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/07a05c85-0944-4307-9954-6c00ad5bd7b8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/09/a8ef3f12-e02b-4421-98cf-f7fbc9ac0e1c.jpg,"['부모', '커플', '혼자', '친구', '아이', '맑음', '여름', '해변', '어린이', '어트랙션']"
CONT_000000000500560,제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1,"국내 최대 외승,트래킹/ 국내 최초 야외 야간 승마 및 전문 승마체험 및 회원제 승마장",33.4052867,126.405382,0507-1350-9540,region1,제주시,12,애월,제주승마공원,2019022619963,https://api.cdn.visitjeju.net/photomng/imgpath/202307/26/202bf177-0edd-4e66-9e43-d1d90e873149.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/bef1f8f7-527e-4afa-80f0-6d619b823fae.jpg,"['승마', '액티비티', '친구', '커플', '체험', '레저/체험', '어트랙션', '무장애관광', '러닝홀리데이인제주', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '음료대', '유도 및 안내시설', '경보 및 피난시설', '단차없음', '어려움', '1시간 미만']"
CNTS_300000000015851,모비딕다이브,제주특별자치도 서귀포시 남성중로121번길 12,제주도내 유일 요트 다이빙 체험,33.2427874,126.5555851,064-733-1038,region2,서귀포시,21,서귀포시내,모비딕다이브,2019022617648,https://api.cdn.visitjeju.net/photomng/imgpath/202306/18/15a624c9-9c8c-457d-a70d-d91781f62af6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/18/8a541f3f-3712-45fb-81d7-af7039ba5e62.jpg,"['맑음', '체험관광', '액티비티', '해변', ' 서귀포', ' 서핑', '실외', '중', '2~3시간']"
CNTS_300000000013092,송당곶자왈,제주특별자치도 제주시 구좌읍 송당리 산 8-1,제주의 허파이자 보물. 송당곶자왈에서 힐링하세요,33.49088462443554,126.79377701052859,,region1,제주시,16,구좌,송당곶자왈,2019022636922,https://api.cdn.visitjeju.net/photomng/imgpath/202407/25/6cb839ef-cb09-40f8-8438-cf24e5b4a67f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/25/17c1b799-8e51-444e-8b09-701624e39afa.jpg,"['제주도', ' 제주여행', ' 제주', ' 제주동쪽가볼만한곳', ' 곶자왈', ' 제주곶자왈', ' 제주힐링', ' 제주숨은스팟', '실외', '중', '2~3시간']"
CONT_000000000500707,휴애리 자연생활공원,제주특별자치도 서귀포시 남원읍 신례동로 256,자연속 동·식물들과 교감이 있는 체험형 자연생활공원,33.3330338,126.6180657,064-732-2114,region2,서귀포시,25,남원,휴애리 자연생활공원,2019022622134,https://api.cdn.visitjeju.net/photomng/imgpath/202308/29/4c6ef2f3-3fa8-44fd-978b-de5559495d58.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/29/0b6c68ef-bf35-47fc-8730-b92054da32f7.jpg,"['제주여행', '제주도서귀포가볼만한곳', '계절꽃축제', '포토스팟', '동물농장', '먹이주기', '제주자연', '제주도체험', '힐링', '반려동물', ' 반려동물동반입장', '혼저옵서개', '반려동물동반_관광지', '공용주차장', '현금결제', '카드결제', '화장실', '무료 WIFI', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '임산부 휴게시설', '단독접근가능', '단차없음', '저상버스 접근 가능', '장애인 화장실', '장애인 전용 주차장', '수동 휠체어 대여 가능', '쉬움', '실내+실외', '하', '체험', '공연/전시', '1~2시간']"
CONT_000000000500442,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,마음의 안식을 주는 동양 최대의 온실 식물원,33.2531755,126.4149952,064-735-1100,region2,서귀포시,24,중문,여미지식물원,2019022586341,https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/da2c9853-630b-4527-9a7b-68c5c2634d64.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/02/147c360f-1993-403f-849e-a06eb966c14b.jpg,"['제주도여행', '제주중문가볼만한곳', '서귀포관광지', '식물원', '힐링', '포토존', '중문관광단지', '실내관광지', '반려동물', ' 반려동물동반입장', ' 혼저옵서개', ' 반려동물동반_관광지', '우수관광사업체', '공용주차장', '현금결제', '카드결제', '화장실', '편의점', '음료대', '유도 및 안내시설', '경보 및 피난시설', '임산부 휴게시설', '문화누리카드', '단독접근가능', '단차없음', '장애인 화장실', '장애인 전용 주차장', '어려움', '실내', '중', '공연/전시', '포토스팟', '2~3시간']"
CONT_000000000500057,관덕정,제주특별자치도 제주시 관덕로 19,"국가지정 보물 제 322호로 제주에 현존하는 건물 중 가장 오래된 건물
· 제주시 삼도2동
· 보물 제322호
· 올레17코스
· 4·3 유적지",33.513355,126.52145,064-710-6718,region1,제주시,11,제주시내,관덕정,2019022559712,https://api.cdn.visitjeju.net/photomng/imgpath/201908/16/3752d151-dad4-4199-8227-0e5d96e56d8e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/16/d6bf6deb-efc5-493d-a2ba-ed3e13b4dbc6.jpg,"['제주도여행', ' 제주시가볼만한곳', ' 제주문화', ' 제주공항근처', ' 제주볼거리', ' 제주시내', ' 야간개장', ' 제주공연', '공용주차장', '화장실', '유도 및 안내시설', '아주 어려움', '1~2시간']"
